ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
228,"A 32-year-old woman comes to the physician because of fatigue for 6 months. She has had progressively severe dyspnea on exertion for 6 weeks. She had an extensive abdominal operation 5 years ago for Crohn disease. She does not take any medications. Her temperature is 37Ã‚Â°C (98.6Ã‚Â°F), pulse is 62/min, respirations are 18/min, and blood pressure is 110/65 mm Hg. Examination of the thyroid gland, lungs, heart, abdomen, and extremities shows no abnormalities. Test of the stool for occult blood is negative. Laboratory studies show: HemoglobinÃ¢â‚¬Æ’ 8 g/dL Mean corpuscular volumeÃ¢â‚¬Æ’ 70 ÃŽÂ¼m3 Leukocyte count 9000/mm3 Platelet count 500,000/mm3Which of the following is the most likely diagnosis?",Acute leukemia,Anemia of chronic disease,Folic acid deficiency,Iron deficiency,Lyme disease,Microangiopathic hemolytic anemia,Pernicious anemia,Sleep apnea,,,D,Iron deficiency,Text,STEP 2,0.72,100.58
378,"A 16-year-old boy is brought to the physician because of a 3-day history of abdominal pain and vomiting; he also has had decreased appetite during this period. The pain was initially on the right but now has become generalized. His temperature is 38.8Ã‚Â°C (101.8Ã‚Â°F), pulse is 100/min, respirations are 20/min, and blood pressure is 143/83 mm Hg. Abdominal examination shows guarding with diffuse rebound tenderness. There are no palpable masses. A CT scan of the abdomen shows a perforated appendix. Examination of peritoneal fluid from this patient will most likely show which of the following organisms?",Candida albicans,Citrobacter freundii,Escherichia coli,Staphylococcus aureus,Streptococcus pneumoniae,,,,,,C,Escherichia coli,Text,STEP 1,0.54,64.88
56,"A 37-year-old woman comes to the emergency department because of a 3-day history of increasingly severe abdominal pain, nausea, and vomiting. Twelve years ago, she had a hysterectomy because of severe dysfunctional uterine bleeding. Her temperature is 37Ã‚Â°C (98.6Ã‚Â°F), blood pressure is 106/70 mm Hg, pulse is 110/min, and respirations are 12/min. Examination shows a distended, tympanic abdomen with diffuse tenderness but no guarding; bowel sounds are hypoactive. Her leukocyte count is 10,000/mm3, and hematocrit is 44%. An x-ray of the abdomen is shown. Which of the following is the most appropriate initial step in management?",CT scan of the abdomen,Intravenous neostigmine therapy,Esophagogastroduodenoscopy,Nasogastric intubation,Laparotomy,,,,,,D,Nasogastric intubation,PIX,STEP 2,0.56,74.11
424,"A 32-year-old man comes to the office because of a 10-day history of a red rash that has spread over his entire torso. He says the rash is not itchy or painful. He reports having a flu-like illness nearly 5Ã‚Â weeks ago, with associated headache, neck stiffness, muffled hearing, and a canker sore on his tongue. All of these symptoms have resolved without treatment. Additional medical history is unremarkable and he takes no medications. BMI is 18Ã‚Â kg/m2. Vital signs are normal. Specific additional history should be obtained to determine whether which of the following has occurred during the past 6Ã‚Â months?",Blood transfusions,Exposure to toxic chemicals,International travel,Tobacco use,Unprotected sexual intercourse,,,,,,E,Unprotected sexual intercourse,Text,STEP 3,0.26,68.69
422,"A 16-year-old boy with VATER syndrome is brought to the physician because of 2-week history of harsh cough that began with a common cold. He receives no medications. Temperature is 37Ã‚Â°C (98.6Ã‚Â°F), pulse is 70/min, respirations are 20/min, and blood pressure is 112/64 mm Hg. Examination shows a harsh vibratory sound in the mid anterior chest with forced expiration. A systolic murmur is heard best at the lower left sternal border. There is mild scoliosis. Spirometry shows an FVC of 2.54 L (78% of predicted) and a slow vital capacity of 2.88 L (85% of predicted). A flow volume loop shows scooping on the expiratory limb. Which of the following is the most likely cause of the discrepancy between this patientÃ¢â‚¬â„¢s forced and slow vital capacity measurements?",Bronchospasm,Laryngeal braking,Subglottic mass,Tracheal collapse,Upper airway compression,,,,,,D,Tracheal collapse,Text,STEP 2,1,127.23
31,A new test has been developed to detect the presence of a tumor-specific protein in serum. The initial evaluation of this test shows: Ã‚Â Ã‚Â Tumor Ã‚Â Ã‚Â Ã‚Â Present Absent Ã‚Â Test Result Positive 40 20 60 Negative 10 30 40 Ã‚Â Ã‚Â 50 50 100Which of the following is the likelihood that a patient with a positive test from this sample has a tumor?,0.25,0.33,0.67,0.75,0.8,,,,,,C,0.67,Text,STEP 1,0.1,67.9
7,"A 7-month-old infant, who was recently discharged from the hospital following an episode of enteritis and dehydration, has persistent watery diarrhea. His mother feeds him cow-milk formula and a variety of strained fruits and vegetables. On physical examination, his temperature is 37.4Ã‚Â°C (99.3Ã‚Â°F), his mucous membranes are dry, and his abdomen is slightly distended. No other abnormalities are seen. The problem is most likely related to which of the following?",Fructose intolerance,Transient lactase deficiency,Magnesium deficiency,Regional enteritis,Allergy to orange juice,,,,,,B,Transient lactase deficiency,Text,STEP 3,0.52,63.06
616,"An 80-year-old woman is brought to the emergency department (ED) 30Ã‚Â minutes after she fell out of her wheelchair at home. This is the second visit to the ED for a fall during the past 3Ã‚Â months. She lives with her daughter and son-in-law, who say they Ã¢â‚¬Å“do the best we can.Ã¢â‚¬Â The patient has dementia, Alzheimer type, coronary artery disease, typeÃ‚Â 2 diabetes mellitus, and hypertension. Current medications are amlodipine, aspirin, atorvastatin, donepezil, long-acting insulin, and lisinopril. Five years ago, she underwent bilateral below-the-knee amputations because of infected ulcers of the feet. She uses a wheelchair for ambulation. Ten years ago, she underwent three-vessel coronary artery bypass grafting. She has smoked one-half pack of cigarettes daily for 60Ã‚Â years. She drinks one shot of whiskey nightly. She is thin and appears ill and disheveled. Her temperature is 37.2Ã‚Â°C (99.0Ã‚Â°F), pulse is 80/min, respirations are 20/min, and blood pressure is 120/80Ã‚Â mmÃ‚Â Hg. Pulse oximetry on 2Ã‚Â L/min of oxygen by nasal cannula shows an oxygen saturation of 95%. Physical examination shows temporal wasting. There are scattered ecchymoses over the abdomen and all extremities. No other abnormalities are noted. Which of the following is the most appropriate initial history to obtain from this patient?",Abnormal bleeding,Diet,Relationship with her family,Respiratory symptoms,Urinary symptoms,,,,,,C,Relationship with her family,Text,STEP 1,0.3,94.91
240,"A 57-year-old man was admitted to the intensive care unit from the emergency department 3 hours ago for treatment of an acute exacerbation of chronic obstructive pulmonary disease. He was brought to the emergency department by ambulance following a 2-hour history of severe shortness of breath and non-productive cough. Chest x-ray obtained on arrival showed significant air-trapping but no infiltrate. The patient was intubated in the emergency department, but now his ventilator pressure alarm is sounding and his blood pressure is dropping. Medical history is otherwise unremarkable. Medications include ipratropium and prednisone. He has smoked 1Ã‚Â½ packs of cigarettes daily for about 40 years. Vital signs are temperature 37.7Ã‚Â°C (99.9Ã‚Â°F), pulse 106/min, respirations 12/min on intermittent mandatory ventilation, and blood pressure 72/46 mm Hg. Pulse oximetry on 40% Fio2 shows an oxygen saturation of 91%. He appears obtunded and is poorly responsive. Physical examination shows jugular venous distention in the supine position; trachea is midline. Auscultation of the lungs discloses decreased breath sounds bilaterally with inspiratory and expiratory wheezing and a prolonged expiratory phase. Examination of the upper extremities shows 2+ digital clubbing bilaterally. There is no cyanosis or edema. Which of the following is the most appropriate management?",Adjustment of the ventilator settings,Insertion of bilateral chest tubes,Intravenous dopamine,Intravenous low-molecular-weight heparin,1-L bolus of intravenous 0.9% saline,Needle decompression,,,,,A,Adjustment of the ventilator settings,Text,STEP 3,0.96,143
130,"A 52-year-old woman comes to the emergency department because of a 1-week history of low-grade fever and increasing abdominal cramps that are exacerbated by bowel movements. She began a course of amoxicillin-clavulanate and metronidazole 2 days ago but has had no relief of her symptoms. She has had intermittent constipation for the past 12 years. She has not had nausea, vomiting, urinary symptoms, or bloody stools. She has a 3-year history of hypertension. She underwent total abdominal hysterectomy and bilateral salpingo-oophorectomy 5 years ago because of leiomyomata uteri. She is 165 cm (5 ft 5 in) tall and weighs 86 kg (190 lb); BMI is 32 kg/m2. Her temperature is 38.1Ã‚Â°C (100.6Ã‚Â°F), pulse is 75/min, and blood pressure is 150/80 mm Hg. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. The abdomen is soft, and there is tenderness to palpation of the left lower quadrant with guarding but no rebound. Bowel sounds are normal. The stool is brown, and test for occult blood is negative. Her hemoglobin concentration is 14.5 g/dL, leukocyte count is 15,000/mm3, and platelet count is 280,000/mm3; serum studies and urinalysis show no abnormalities. Which of the following is the most appropriate next step in diagnosis?",Examination of the stool for ova and parasites,Test of the stool for Clostridium difficile toxin,Endoscopic retrograde cholangiopancreatography,Pelvic ultrasonography,CT scan of the abdomen with contrast,Colonoscopy,,,,,E,CT scan of the abdomen with contrast,Text,STEP 2,1,149.51
275,A 22-year-old woman contacts a medical student and asks if he would like to join her for dinner. The student met the woman when he was assigned to her care during her 2-week hospitalization for treatment of major depressive disorder. He has not treated or seen the patient since she was discharged from the hospital. He is attracted to this former patient and would be interested in dating her. Which of the following is the most appropriate action by the medical student regarding this patient's invitation?,"He can date her because he was a medical student, not a physician, when he contributed to her care",He can date her because she is no longer his patient,"He can date her, but only after at least 1 year has passed since he treated her",He cannot date her because she was once his psychiatric patient,He cannot date her unless she agrees never to seek care at his hospital in the future,,,,,,D,He cannot date her because she was once his psychiatric patient,Text,STEP 1,0.42,63.95
